QUERY	SUBJECT	QUERY_LEN(1)	SUBJECT_LEN(1)	ALN_LEN(1)	IDENTITIES(1)	POSITIVES(1)	GAPS(1)	FRAME(1)	QUERY_LEN(2)	SUBJECT_LEN(2)	ALN_LEN(2)	IDENTITIES(2)	POSITIVES(2)	GAPS(2)	FRAME(2)	SCORE(1)	E-VALUE(1)	FRAGMENTS(1)	SCORE(2)	E-VALUE(2)	FRAGMENTS(2)
SpisGene10328	g4764	1193	848	799	551	662	0	+1/+1	848	1193	687	495	586	0	+1/+1	1393	0.0	8	1338	0.0	7
SpisGene10332	g4763	323	217	171	132	150	0	+1/+1	217	323	171	132	150	0	+1/+1	320	8e-90	2	320	4e-90	2
SpisGene10332	g71011	323	217	171	132	150	0	+1/+1	217	323	204	148	171	0	+3/+3	320	8e-90	2	361	9e-96	3
SpisGene10333	g71012	1337	944	866	627	725	0	+3/+3	944	1337	734	533	619	0	+1/+1	1390	0.0	5	1178	0.0	4
SpisGene10335	g52872	858	560	473	322	376	0	+3/+1	560	858	497	330	390	0	+1/+3	886	0.0	4	897	0.0	4
SpisGene10336	g52871	842	895	560	331	425	0	+1/+1	895	842	534	331	413	0	+1/+1	794	0.0	6	851	0.0	5
SpisGene10337	g237	1124	501	313	245	267	0	+1/+1	501	1124	334	243	278	0	+1/+1	562	1e-118	7	577	1e-123	7
SpisGene10338	adi2mcaRNA16154_R0	1666	1110	1031	846	950	0	+3/+1	1110	1666	1024	841	941	0	+1/+3	2066	0.0	8	2107	0.0	9
SpisGene10339	g51450	925	931	688	473	552	0	+2/+2	931	925	786	493	614	0	+3/+3	1140	0.0	6	1102	0.0	5
SpisGene10340	g51446	630	644	359	276	317	0	+1/+1	644	630	309	231	261	0	+2/+2	678	0.0	3	537	5e-140	3
SpisGene10341	g246	547	217	190	159	169	0	+1/+1	217	547	160	139	146	0	+1/+1	373	6e-91	3	331	2e-77	3
SpisGene10344	adi2mcaRNA4060_R1	689	462	416	332	377	0	+3/+1	462	689	398	316	360	0	+1/+3	807	0.0	6	797	0.0	5
SpisGene10345	g46089	716	343	321	251	282	0	+1/+2	343	716	313	241	271	0	+2/+1	615	5e-169	2	616	2e-163	3
SpisGene10345	g53459	716	343	321	251	282	0	+1/+2	343	716	313	241	271	0	+2/+1	615	5e-169	2	616	2e-163	3
SpisGene10347	g22296	778	1095	535	357	438	0	+2/+1	1095	778	552	365	449	0	+1/+2	925	0.0	6	947	0.0	6
SpisGene10348	g22297	2223	2237	1724	1435	1543	0	+3/+2	2237	2223	1781	1476	1587	0	+1/+2	3367	0.0	11	3426	0.0	12
SpisGene1035	g55089	203	193	172	126	143	0	+1/+1	193	203	172	126	143	0	+1/+1	302	3e-70	3	322	3e-76	3
SpisGene10351	g67501	343	534	282	176	226	0	+1/+1	534	343	282	176	226	0	+1/+1	432	1e-106	3	431	6e-106	3
SpisGene10353	g29272	1432	360	357	293	324	0	-3/+1	360	1432	331	270	299	0	+1/-3	703	0.0	1	687	0.0	1
SpisGene10354	g29274	158	203	144	120	130	0	+1/+1	203	158	144	120	130	0	+1/+1	299	4e-81	1	272	4e-73	1
SpisGene10355	g29275	374	172	100	79	91	0	+3/+1	172	374	82	70	78	0	+1/+3	201	2e-44	2	171	1e-42	1
SpisGene10356	g29276	254	121	85	52	67	0	+2/+1	121	254	85	52	67	0	+1/+2	122	7e-22	2	122	2e-22	2
SpisGene10357	g29277	345	328	219	125	167	0	+1/+1	328	345	267	143	192	0	+1/+1	330	3e-65	5	369	1e-71	6
SpisGene10358	g29278	850	646	644	565	609	0	+2/+2	646	850	650	561	607	0	+1/+1	1287	0.0	3	1207	0.0	2
SpisGene10359	g29262	685	505	410	306	356	0	+2/+1	505	685	417	313	363	0	+1/+2	758	0.0	2	716	0.0	2
SpisGene10360	g29261	1626	1744	1504	1140	1277	0	+3/+1	1744	1626	1513	1138	1278	0	+1/+3	2769	0.0	11	2709	0.0	10
SpisGene10361	adi2mcaRNA7157_R0	357	262	230	143	181	0	+1/+1	262	357	230	143	181	0	+1/+1	341	6e-87	2	367	3e-95	2
SpisGene10362	g29258	342	304	260	213	239	0	+2/+1	304	342	276	223	253	0	+1/+2	538	3e-146	2	561	3e-153	2
SpisGene10363	g29257	578	350	346	276	325	0	+1/+1	350	578	346	276	325	0	+1/+1	747	0.0	2	747	0.0	2
SpisGene10364	g29256	318	318	318	241	272	0	+1/+1	318	318	318	241	272	0	+1/+1	585	5e-167	1	585	4e-167	1
SpisGene10365	g29254	450	507	244	128	175	0	+1/+1	507	450	230	127	171	0	+1/+1	333	1e-64	5	333	1e-64	5
SpisGene10366	g29253	208	193	157	107	138	0	+3/+1	193	208	115	71	86	0	+2/+1	232	9e-55	2	148	1e-29	2
SpisGene1037	g68878	153	116	106	70	86	0	+1/+1	116	153	106	70	86	0	+1/+1	188	1e-47	1	188	6e-48	1
SpisGene10370	g10246	641	452	432	427	430	0	+1/+1	452	641	432	427	430	0	+1/+1	1011	0.0	1	1011	0.0	1
SpisGene10370	g9232	641	452	432	427	430	0	+1/+1	452	641	432	427	430	0	+1/+1	1011	0.0	1	1011	0.0	1
SpisGene10371	g29252	695	359	344	234	279	0	+2/+1	359	695	325	222	263	0	+1/+2	569	2e-143	4	544	1e-130	5
SpisGene10372	g29249	502	377	256	136	188	0	+1/+1	377	502	256	136	188	0	+1/+1	384	4e-94	3	384	2e-94	3
SpisGene10372	g40876	502	375	258	137	188	0	+1/+1	375	502	258	137	188	0	+1/+1	384	4e-94	3	384	2e-94	3
SpisGene10373	g29247	225	329	154	105	121	0	+1/+1	329	225	172	111	137	0	+1/+1	268	3e-53	4	292	3e-60	4
SpisGene10374	g29246	700	446	294	170	207	0	+2/+2	446	700	294	170	207	0	+2/+2	390	4e-93	3	413	2e-100	3
SpisGene10375	g29245	590	547	243	167	204	0	+1/+1	547	590	277	181	223	0	+1/+1	439	6e-108	3	470	8e-111	4
SpisGene10376	g29244	107	108	99	86	95	0	+1/+1	108	107	99	86	95	0	+1/+1	223	2e-58	1	223	1e-58	1
SpisGene10377	g29243	386	324	293	164	224	0	+1/+1	324	386	293	164	224	0	+1/+1	445	8e-125	1	445	5e-125	1
SpisGene10378	g29241	722	400	221	175	201	0	+3/+1	400	722	207	166	188	0	+1/+3	429	1e-119	1	409	5e-114	1
SpisGene1038	g68879	603	246	158	120	139	0	+1/+1	246	603	158	120	139	0	+1/+1	304	1e-75	2	304	4e-76	2
SpisGene10380	adi2mcaRNA7186_R0	2821	1825	1554	1205	1347	0	+2/+1	1825	2821	1582	1229	1374	0	+2/+3	2848	0.0	19	2874	0.0	18
SpisGene10381	g29233	999	604	484	393	439	0	+1/+1	604	999	493	394	443	0	+1/+1	972	0.0	4	975	0.0	4
SpisGene10382	g29232	368	357	316	199	245	0	+1/+1	357	368	316	199	245	0	+1/+1	516	3e-128	4	516	2e-128	4
SpisGene10383	g29230	217	376	178	149	164	0	+1/+1	376	217	178	149	164	0	+1/+1	375	5e-104	1	375	8e-104	1
SpisGene10384	g29229	326	371	328	247	279	0	+1/+1	371	326	328	247	279	0	+1/+1	631	2e-168	3	631	2e-168	3
SpisGene10385	g29228	765	365	363	273	299	0	+2/+2	365	765	363	273	299	0	+2/+2	666	0.0	2	666	0.0	2
SpisGene10387	g29224	2470	2318	1134	705	878	0	+1/+1	2318	2470	1100	690	862	0	+1/+1	1641	0.0	15	1640	0.0	15
SpisGene10388	g29223	352	205	129	111	122	0	+3/+1	205	352	129	111	122	0	+1/+3	249	1e-65	1	246	4e-65	1
SpisGene10389	g41210	672	558	504	416	461	0	+3/+1	558	672	500	398	444	0	+1/+3	1064	0.0	4	989	0.0	5
SpisGene1039	g68892	1475	786	687	634	667	0	+1/+1	786	1475	687	634	667	0	+1/+1	1479	0.0	3	1468	0.0	3
SpisGene10390	g41209	277	227	158	136	144	0	+1/+1	227	277	205	185	194	0	+1/+1	347	3e-88	2	444	2e-112	3
SpisGene10391	adi2mcaRNA34909_R0	185	205	202	177	188	0	+2/+2	205	185	175	131	151	0	+2/+2	392	5e-86	5	340	9e-71	5
SpisGene10392	g41206	558	230	205	130	156	0	+2/+2	230	558	152	114	132	0	+1/+1	322	8e-70	4	300	5e-62	4
SpisGene10393	g41205	521	225	135	93	111	0	+3/+1	225	521	135	93	111	0	+1/+3	247	1e-51	3	247	3e-52	3
SpisGene10398	g39573	623	514	364	240	278	0	+3/+3	514	623	339	221	258	0	+3/+1	539	1e-127	5	498	3e-127	4
SpisGene1040	g68893	778	418	314	198	245	0	+3/+1	418	778	362	217	274	0	+1/+3	496	4e-125	4	541	2e-137	5
SpisGene10403	g63600	645	235	225	180	200	0	-3/+1	235	645	225	180	200	0	+1/-3	428	2e-119	1	428	6e-120	1
SpisGene10404	g63599	1200	1078	845	697	767	0	+3/+3	1078	1200	876	762	825	0	+3/+3	1669	0.0	6	1807	0.0	5
SpisGene10405	g14064	147	221	148	107	131	0	+1/+1	221	147	148	107	131	0	+1/+1	270	2e-66	2	270	2e-66	2
SpisGene10405	g63598	147	221	148	107	131	0	+1/+1	221	147	148	107	131	0	+1/+1	270	2e-66	2	270	2e-66	2
SpisGene10406	g14062	454	224	202	123	156	0	+3/+1	224	454	206	128	164	0	+1/+3	299	2e-74	2	316	3e-86	1
SpisGene10406	g63596	454	224	202	123	156	0	+3/+1	224	454	206	128	164	0	+1/+3	299	2e-74	2	316	3e-86	1
SpisGene10407	g14061	548	309	228	166	188	0	+1/+1	309	548	208	163	179	0	+1/+1	400	9e-101	4	398	9e-98	4
SpisGene10408	adi2mcaRNA21718_R1	128	135	62	39	49	0	+1/+1	135	128	89	38	57	0	+3/+3	94	8e-14	2	88	1e-21	2
SpisGene10408	g63594	128	199	62	39	49	0	+1/+1	199	128	89	38	57	0	+3/+3	94	8e-14	2	88	8e-22	2
SpisGene10409	g53620	629	389	337	215	265	0	+1/+1	389	629	345	222	273	0	+1/+1	562	4e-153	2	582	2e-159	2
SpisGene1041	adi2mcaRNA18093_R0	2522	1487	1336	763	985	0	+1/+1	1487	2522	1333	768	984	0	+1/+1	1892	0.0	11	1865	0.0	12
SpisGene10410	adi2mcaRNA21721_R1	1292	559	525	348	434	0	+1/+1	559	1292	525	348	434	0	+1/+1	878	0.0	4	878	0.0	4
SpisGene10412	g53621	424	436	423	332	379	0	+1/+1	436	424	398	326	364	0	+1/+1	863	0.0	1	847	0.0	1
SpisGene10414	adi2mcaRNA21731_R1	819	680	460	341	389	0	+2/+2	680	819	488	358	407	0	+2/+2	821	0.0	9	749	2e-168	8
SpisGene10415	g19672	462	327	283	251	271	0	+3/+1	327	462	305	268	289	0	+1/+3	615	1e-175	1	663	0.0	2
SpisGene10415	g53623	462	327	283	251	271	0	+3/+1	327	462	305	268	289	0	+1/+3	615	1e-175	1	663	0.0	2
SpisGene10416	g53626	326	279	258	159	201	0	+3/+1	279	326	258	159	201	0	+1/+3	362	2e-93	2	393	1e-102	2
SpisGene10417	g53635	1237	766	704	436	533	0	+3/+1	766	1237	705	439	540	0	+3/+2	1065	0.0	5	1058	0.0	7
SpisGene10419	g53636	427	511	408	290	348	0	+1/+1	511	427	426	296	357	0	+1/+1	754	0.0	2	765	0.0	1
SpisGene10420	g53637	276	110	106	82	89	0	+3/+1	110	276	106	82	89	0	+1/+3	184	2e-46	1	184	5e-47	1
SpisGene10421	g53638	682	287	256	165	199	0	+3/+1	287	682	256	165	199	0	+1/+3	423	2e-111	2	423	5e-112	2
SpisGene10422	g53639	323	375	283	273	280	0	+1/+1	375	323	288	274	285	0	+1/+1	686	0.0	3	691	0.0	3
SpisGene10423	g53640	1681	1144	342	233	276	0	+1/+1	1144	1681	357	239	288	0	+1/+1	548	5e-124	5	593	6e-131	6
SpisGene10424	g53649	715	573	353	207	249	0	+2/+1	573	715	265	185	211	0	+1/+2	500	3e-119	4	451	4e-111	3
SpisGene10425	g53650	308	431	229	136	166	0	+1/+1	431	308	239	137	168	0	+1/+1	333	3e-77	3	334	2e-77	3
SpisGene10426	g53651	496	454	203	150	173	0	+3/+3	454	496	240	172	198	0	+3/+3	407	1e-86	5	451	1e-105	4
SpisGene10427	g53652	287	283	255	195	224	0	+1/+1	283	287	264	198	228	0	+3/+3	498	1e-140	1	502	2e-135	2
SpisGene10428	g44824	418	276	180	148	162	0	+2/+1	276	418	211	163	185	0	+1/+2	345	3e-88	2	408	6e-100	3
SpisGene10429	g44823	382	422	200	120	142	0	+1/+1	422	382	242	138	170	0	+1/+1	299	8e-69	3	326	3e-71	4
SpisGene10430	g16833	695	605	201	120	160	0	+1/+1	605	695	201	120	160	0	+1/+1	323	1e-79	2	323	6e-80	2
SpisGene10435	adi2mcaRNA8441_R1	976	1310	257	142	195	0	+1/+1	1310	976	257	142	195	0	+1/+1	388	8e-95	3	388	9e-95	3
SpisGene10437	g15306	657	481	182	99	131	0	+1/+1	481	657	182	99	131	0	+1/+1	267	2e-50	4	264	8e-50	4
SpisGene10437	g44808	657	540	182	99	131	0	+1/+1	540	657	182	99	131	0	+1/+1	267	4e-50	4	264	2e-49	4
SpisGene10440	g44806	209	174	167	119	137	0	+1/+1	174	209	167	119	137	0	+1/+1	302	6e-82	1	303	2e-82	1
SpisGene10441	g44805	607	492	474	360	407	0	+1/+1	492	607	454	347	392	0	+1/+1	911	0.0	1	883	0.0	2
SpisGene10442	g44804	359	531	354	304	334	0	+1/+1	531	359	354	304	334	0	+1/+1	757	0.0	1	757	0.0	1
SpisGene10444	g44803	955	538	520	462	484	0	+1/+1	538	955	511	448	474	0	+3/+3	1108	0.0	3	1066	0.0	3
SpisGene10445	g44802	278	155	107	78	92	0	+1/+1	155	278	107	78	92	0	+1/+1	206	6e-53	1	206	3e-53	1
SpisGene10446	g44801	368	275	275	257	271	0	+2/+1	275	368	275	257	271	0	+1/+2	596	3e-170	1	630	1e-180	1
SpisGene10447	g58354	665	392	224	114	156	0	+3/+1	392	665	224	114	156	0	+1/+3	296	3e-53	5	276	6e-48	5
SpisGene10450	g53218	1008	454	274	133	190	0	+1/+1	454	1008	202	109	145	0	+1/+1	331	4e-67	5	280	3e-48	5
SpisGene10451	adi2mcaRNA18791_R6	408	760	371	225	288	0	+1/+1	760	408	371	225	288	0	+1/+1	544	6e-148	2	563	2e-153	2
SpisGene10454	adi2mcaRNA15472_R4	601	462	418	314	359	0	+1/+1	462	601	418	314	359	0	+1/+1	749	0.0	3	740	0.0	3
SpisGene10456	g66434	195	212	148	130	136	0	+1/+2	212	195	148	130	136	0	+2/+1	313	2e-73	3	311	6e-73	3
SpisGene10457	adi2mcaRNA2843_R0	953	245	220	169	190	0	+3/+3	245	953	241	184	206	0	+3/+3	430	1e-107	3	459	7e-123	2
SpisGene10459	adi2mcaRNA14223_R3	419	640	357	311	328	0	+3/+3	640	419	353	305	324	0	+2/+2	762	0.0	6	736	0.0	5
SpisGene1046	g13111	443	475	230	149	181	0	+1/+1	475	443	230	149	181	0	+1/+1	388	3e-100	2	388	3e-100	2
SpisGene10468	g27981	259	173	157	105	130	0	+1/+1	173	259	157	105	130	0	+1/+1	272	2e-66	2	273	3e-67	2
SpisGene10471	g12781	1119	880	629	448	513	0	+1/+1	880	1119	630	448	514	0	+1/+1	1024	0.0	3	1044	0.0	3
SpisGene10472	g41037	368	255	172	83	117	0	+3/+1	255	368	172	83	117	0	+1/+3	201	3e-51	1	183	4e-46	1
SpisGene10474	g42178	145	183	83	48	62	0	+1/+1	183	145	105	53	76	0	+1/+1	84	8e-11	2	140	1e-27	2
SpisGene10475	g42187	221	209	117	84	95	0	+1/+1	209	221	128	91	103	0	+1/+1	235	7e-55	2	250	1e-59	2
SpisGene10476	g71541	292	248	233	112	152	0	+1/+2	248	292	233	112	152	0	+2/+1	280	8e-58	4	280	5e-58	4
SpisGene10477	g62144	1006	1241	742	614	673	0	+1/+1	1241	1006	763	624	695	0	+1/+1	1496	0.0	4	1521	0.0	5
SpisGene10481	g62146	967	532	380	201	271	0	+1/+1	532	967	392	210	281	0	+1/+1	517	1e-127	4	539	5e-128	5
SpisGene10482	g62147	354	158	100	82	92	0	+1/+1	158	354	103	91	100	0	+1/+1	224	3e-52	2	246	3e-65	1
SpisGene10483	adi2mcaRNA32084_R0	982	273	214	146	174	0	+2/+3	273	982	239	164	197	0	+3/+2	359	1e-96	4	368	5e-103	3
SpisGene10486	g30112	281	103	90	36	63	0	+1/+1	103	281	90	36	63	0	+1/+1	99	7e-15	2	100	1e-15	2
SpisGene1049	g5903	654	649	627	560	598	0	+1/+1	649	654	648	578	618	0	+1/+1	1258	0.0	3	1359	0.0	2
SpisGene10498	g42535	476	228	200	145	166	0	+3/+1	228	476	200	145	166	0	+1/+3	387	1e-100	2	369	1e-95	2
SpisGene10499	adi2mcaRNA25611_R0	1019	468	379	283	318	0	+3/+1	468	1019	366	279	317	0	+3/+2	682	8e-169	5	650	9e-166	4
SpisGene10500	adi2mcaRNA25610_R0	1405	740	342	174	229	0	+2/+2	740	1405	354	183	241	0	+2/+2	448	7e-100	5	473	6e-106	5
SpisGene10502	g14243	988	428	319	214	258	0	+1/+1	428	988	319	214	258	0	+1/+1	526	3e-133	3	526	9e-134	3
SpisGene10504	adi2mcaRNA32282_R0	675	660	535	355	423	0	+1/+1	660	675	492	337	397	0	+1/+1	845	0.0	2	825	0.0	4
SpisGene10505	g14245	822	563	377	322	346	0	+2/+1	563	822	410	335	365	0	+1/+2	800	0.0	2	834	0.0	3
SpisGene10506	adi2mcaRNA10800_R0	585	213	196	122	151	0	+3/+3	213	585	164	109	134	0	+3/+3	289	9e-50	6	260	6e-42	6
SpisGene10507	g14964	394	165	141	94	113	0	+1/+1	165	394	141	94	113	0	+1/+1	241	4e-63	1	241	1e-63	1
SpisGene10507	g25828	394	165	141	94	113	0	+1/+1	165	394	141	94	113	0	+1/+1	241	4e-63	1	241	1e-63	1
SpisGene10508	g14965	982	661	582	417	519	0	+1/+1	661	982	628	448	553	0	+1/+1	962	0.0	4	977	0.0	3
SpisGene10508	g25829	982	661	582	417	519	0	+1/+1	661	982	628	448	553	0	+1/+1	962	0.0	4	977	0.0	3
SpisGene10509	g14966	295	312	278	171	229	0	+1/+1	312	295	278	171	229	0	+1/+1	468	2e-125	2	468	1e-125	2
SpisGene10509	g25830	295	312	278	171	229	0	+1/+1	312	295	278	171	229	0	+1/+1	468	2e-125	2	468	1e-125	2
SpisGene1051	g2829	966	856	812	558	677	0	+1/+1	856	966	780	542	653	0	+1/+1	1440	0.0	6	1399	0.0	5
SpisGene10510	adi2mcaRNA10795_R0	434	354	347	272	318	0	+2/+1	354	434	347	272	318	0	+1/+2	681	0.0	1	681	0.0	1
SpisGene10511	g37059	1341	948	720	495	586	0	+1/+3	948	1341	732	504	597	0	+3/+1	1292	0.0	8	1316	0.0	8
SpisGene10515	g37057	150	128	104	95	99	0	+1/+1	128	150	104	95	99	0	+1/+1	223	3e-58	1	223	2e-58	1
SpisGene10517	adi2mcaRNA32803_R0	955	865	652	531	575	0	+1/+1	865	955	714	565	617	0	+1/+1	1277	0.0	10	1324	0.0	10
SpisGene1052	g32294	342	226	218	134	166	0	+1/+1	226	342	197	123	152	0	+1/+1	316	8e-86	1	279	4e-69	2
SpisGene10521	adi2mcaRNA32033_R0	502	235	178	112	147	0	+1/+1	235	502	206	128	169	0	+1/+1	257	2e-58	4	314	6e-63	5
SpisGene10528	adi2mcaRNA24291_R7	1282	1842	1034	628	801	0	+1/+1	1842	1282	1002	603	775	0	+1/+1	1570	0.0	9	1542	0.0	11
SpisGene1053	g32295	894	1096	638	407	501	0	+1/+1	1096	894	663	425	523	0	+1/+1	917	0.0	6	946	0.0	7
SpisGene10531	g61151	977	750	448	356	391	0	+1/+1	750	977	459	358	394	0	+2/+2	890	0.0	7	894	0.0	7
SpisGene10532	g55363	472	287	186	141	152	0	+1/+1	287	472	166	133	144	0	+1/+1	317	8e-80	2	309	7e-84	1
SpisGene10533	g24903	432	432	432	360	395	0	+1/+1	432	432	432	360	395	0	+1/+1	864	0.0	1	864	0.0	1
SpisGene10534	g2191	845	507	476	311	366	0	+2/+2	507	845	423	288	339	0	+2/+2	726	0.0	4	676	0.0	4
SpisGene10535	g2190	1040	622	466	315	377	0	+3/+1	622	1040	468	334	392	0	+3/+2	791	7e-180	8	817	0.0	9
SpisGene10536	g2192	703	343	337	260	297	0	+2/+1	343	703	337	260	297	0	+1/+2	642	8e-176	2	585	4e-159	2
SpisGene10537	g51367	417	229	221	191	207	0	+3/+1	229	417	221	191	207	0	+1/+3	445	1e-124	1	474	7e-134	1
SpisGene10538	g51364	185	215	138	107	128	0	+1/+1	215	185	138	107	128	0	+1/+1	283	6e-64	3	283	6e-64	3
SpisGene10539	g51360	218	216	149	123	136	0	+2/+2	216	218	161	134	147	0	+2/+2	299	2e-68	3	324	7e-76	3
SpisGene1054	g32296	122	142	124	105	120	0	+1/+1	142	122	124	105	120	0	+1/+1	267	1e-65	2	267	1e-65	2
SpisGene10540	adi2mcaRNA4811_R0	1186	704	667	551	600	0	+1/+1	704	1186	667	555	593	0	+1/+1	1296	0.0	6	1251	0.0	6
SpisGene10541	g36533	1102	1098	777	546	629	0	+1/+1	1098	1102	777	546	629	0	+1/+1	1471	0.0	5	1472	0.0	5
SpisGene10543	g67063	748	631	531	291	390	0	+1/+1	631	748	513	281	376	0	+1/+1	725	0.0	4	715	9e-177	5
SpisGene10545	g23629	440	306	301	238	258	0	+1/+2	306	440	275	222	239	0	+2/+1	584	2e-140	5	512	3e-125	4
SpisGene10546	g42179	193	246	130	82	108	0	+1/+1	246	193	146	94	122	0	+1/+1	200	4e-45	2	224	2e-58	1
SpisGene1055	g32297	922	247	160	86	121	0	+3/+3	247	922	161	86	123	0	+3/+3	224	1e-37	5	225	2e-38	5
SpisGene10550	g40305	728	420	332	156	225	0	+3/+1	420	728	367	169	245	0	+1/+3	406	2e-85	5	436	2e-93	6
SpisGene10553	g40308	451	244	158	117	135	0	+1/+1	244	451	218	144	161	0	-2/-1	285	3e-69	2	313	1e-73	3
SpisGene10554	g40321	511	335	189	122	153	0	+1/+1	335	511	189	122	153	0	+1/+1	267	7e-71	1	298	1e-80	1
SpisGene10555	g40319	2006	1935	1322	822	1020	0	+1/+1	1935	2006	1169	763	914	0	+1/+1	1827	0.0	14	1710	0.0	15
SpisGene10556	g40318	602	184	70	47	54	0	+2/+1	184	602	55	36	42	0	+1/+2	116	2e-25	1	92	8e-19	1
SpisGene10557	g40317	321	162	89	59	71	0	+2/+1	162	321	89	59	71	0	+1/+2	146	8e-35	1	142	4e-34	1
SpisGene10558	g40316	884	558	446	299	360	0	+1/+2	558	884	400	282	330	0	+2/+1	693	0.0	3	653	3e-165	4
SpisGene1056	g56181	417	417	417	294	351	0	+1/+1	417	417	403	282	339	0	+1/+1	752	0.0	1	729	0.0	1
SpisGene10561	g64407	398	201	184	108	145	0	+2/+1	201	398	184	108	145	0	+1/+2	277	7e-68	2	277	3e-68	2
SpisGene10562	g64406	433	251	224	172	195	0	+3/+1	251	433	224	172	195	0	+1/+3	413	6e-115	1	413	2e-115	1
SpisGene10568	g64404	214	225	177	121	151	0	+1/+1	225	214	177	121	151	0	+1/+1	296	4e-80	1	296	3e-80	1
SpisGene10569	g64403	428	249	217	170	190	0	+2/+1	249	428	217	170	190	0	+1/+2	408	9e-111	2	408	4e-111	2
SpisGene1057	g32299	703	443	187	93	123	0	+1/+1	443	703	187	93	123	0	+1/+1	239	4e-31	6	239	2e-31	6
SpisGene10570	g64399	276	245	224	196	212	0	+1/+1	245	276	224	196	212	0	+1/+1	469	5e-132	1	469	3e-132	1
SpisGene10570	g656	276	224	224	196	212	0	+1/+1	224	276	224	196	212	0	+1/+1	469	5e-132	1	469	3e-132	1
SpisGene10571	g64398	375	115	100	81	87	0	+1/+1	115	375	100	81	87	0	+1/+1	205	1e-52	1	205	3e-53	1
SpisGene10571	g657	375	115	100	81	87	0	+1/+1	115	375	100	81	87	0	+1/+1	205	1e-52	1	205	3e-53	1
SpisGene10574	g33405	345	233	94	72	74	0	+3/+1	233	345	76	67	68	0	+1/+3	169	6e-35	2	163	2e-33	2
SpisGene10574	g666	345	233	94	72	74	0	+3/+1	233	345	76	67	68	0	+1/+3	169	6e-35	2	163	2e-33	2
SpisGene10576	g667	749	843	640	488	548	0	+1/+1	843	749	655	500	560	0	+1/+1	1247	0.0	7	1274	0.0	7
SpisGene10577	g33400	226	254	226	159	192	0	+1/+1	254	226	226	159	192	0	+1/+1	402	4e-112	1	402	4e-112	1
SpisGene10577	g668	226	254	226	159	192	0	+1/+1	254	226	226	159	192	0	+1/+1	402	4e-112	1	402	4e-112	1
SpisGene10578	g33399	1236	1518	1032	725	846	0	+1/+1	1518	1236	1093	769	903	0	+1/+1	1653	0.0	13	1742	0.0	14
SpisGene1058	g32300	386	183	163	116	140	0	+2/+1	183	386	171	117	141	0	+1/+2	304	4e-64	4	305	1e-64	4
SpisGene10580	g33398	467	422	345	247	275	0	+1/+1	422	467	345	247	275	0	+1/+1	581	9e-145	4	584	6e-146	4
SpisGene10581	g33397	1321	640	591	298	419	0	+1/+1	640	1321	591	298	419	0	+1/+1	770	0.0	4	720	0.0	4
SpisGene10582	g33396	440	453	407	273	324	0	+1/+1	453	440	407	273	324	0	+1/+1	618	2e-164	3	644	5e-172	3
SpisGene10583	g33395	245	103	99	90	96	0	+1/+1	103	245	99	90	96	0	+1/+1	208	2e-53	1	206	2e-53	1
SpisGene10584	g33394	714	448	410	308	353	0	+2/+1	448	714	426	318	364	0	+1/+2	746	0.0	2	740	0.0	1
SpisGene10585	g33393	773	358	341	227	275	0	+3/+1	358	773	352	233	282	0	+1/+3	588	6e-161	2	546	4e-149	2
SpisGene10587	g33392	234	232	150	93	112	0	+1/+1	232	234	126	86	101	0	+1/+1	224	2e-51	2	217	1e-49	2
SpisGene10588	g33391	837	529	488	347	417	0	+3/+1	529	837	505	357	427	0	+1/+3	896	0.0	3	913	0.0	2
SpisGene1059	g32301	311	169	169	157	163	0	+2/+1	169	311	169	157	163	0	+1/+2	398	1e-110	1	398	5e-111	1
SpisGene10592	g52641	536	577	308	161	217	0	+1/+1	577	536	347	175	240	0	+1/+1	400	8e-90	4	426	4e-104	3
SpisGene10594	g57216	288	812	287	212	251	0	+1/+1	812	288	287	212	251	0	+1/+1	513	7e-139	2	504	7e-136	2
SpisGene10596	g57215	620	312	304	235	263	0	+2/+1	312	620	304	235	263	0	+1/+2	582	7e-159	2	580	5e-159	2
SpisGene10597	g54323	485	530	376	229	279	0	+3/+3	530	485	376	229	279	0	+3/+3	537	2e-160	3	537	1e-160	3
SpisGene10599	adi2mcaRNA35487_R0	1441	957	620	364	474	0	+2/+1	957	1441	641	359	469	0	+1/+2	888	0.0	8	852	0.0	9
SpisGene106	adi2mcaRNA18479_R0	515	561	406	237	313	0	+1/+1	561	515	402	245	317	0	+1/+1	640	7e-150	6	657	1e-154	6
SpisGene1060	adi2mcaRNA1314_R0	1143	713	625	465	537	0	+3/+1	713	1143	587	437	501	0	+1/+3	1122	0.0	10	1007	0.0	11
SpisGene10600	g54326	1194	776	774	662	723	0	+2/+1	776	1194	774	662	723	0	+1/+2	1552	0.0	1	1552	0.0	1
SpisGene10601	g54332	543	351	264	130	180	0	+1/+1	351	543	279	139	190	0	+1/+1	345	4e-80	3	341	2e-81	3
SpisGene10602	adi2mcaRNA35480_R0	1128	581	547	424	478	0	+1/+1	581	1128	550	425	479	0	+1/+1	1116	0.0	2	1089	0.0	2
SpisGene10603	g54338	1390	592	503	373	425	0	+1/+1	592	1390	503	373	425	0	+1/+1	993	0.0	5	993	0.0	5
SpisGene10604	g28559	364	274	262	196	231	0	+1/+1	274	364	262	196	231	0	+1/+1	485	1e-124	3	485	6e-125	3
